Id,Name,DeveloperName,RelatedId,Type,Email,OwnerId,DoesSendEmailToMembers,DoesIncludeBosses,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp
00GdM00000420MbUAI,,AllInternalUsers,,Organization,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420McUAI,,CEOA,00EdM000003uWwLUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MdUAI,,SVPSalesMarketingA,00EdM000003uWwMUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MeUAI,,VPNorthAmericanSalesA,00EdM000003uWwNUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MfUAI,,DirectorDirectSalesA,00EdM000003uWwOUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MgUAI,,VPMarketingA,00EdM000003uWwPUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MhUAI,,SVPCustomerServiceSupportA,00EdM000003uWwQUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MiUAI,,DirectorChannelSalesA,00EdM000003uWwRUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MjUAI,,CFOA,00EdM000003uWwSUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MkUAI,,WesternSalesTeamA,00EdM000003uWwTUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MlUAI,,CustomerSupportNorthAmericaA,00EdM000003uWwUUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MmUAI,,ChannelSalesTeamA,00EdM000003uWwVUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MnUAI,,MarketingTeamA,00EdM000003uWwWUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MoUAI,,InstallationRepairServicesA,00EdM000003uWwXUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MpUAI,,EasternSalesTeamA,00EdM000003uWwYUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MqUAI,,CustomerSupportInternationalA,00EdM000003uWwZUAU,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MrUAI,,VPInternationalSalesA,00EdM000003uWwaUAE,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MsUAI,,SVPHumanResourcesA,00EdM000003uWwbUAE,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MtUAI,,COOA,00EdM000003uWwcUAE,Role,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MuUAI,,CEOD,00EdM000003uWwLUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MvUAI,,SVPSalesMarketingD,00EdM000003uWwMUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MwUAI,,VPNorthAmericanSalesD,00EdM000003uWwNUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MxUAI,,DirectorDirectSalesD,00EdM000003uWwOUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MyUAI,,VPMarketingD,00EdM000003uWwPUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420MzUAI,,SVPCustomerServiceSupportD,00EdM000003uWwQUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420N0UAI,,DirectorChannelSalesD,00EdM000003uWwRUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420N1UAI,,CFOD,00EdM000003uWwSUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420N2UAI,,WesternSalesTeamD,00EdM000003uWwTUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420N3UAI,,CustomerSupportNorthAmericaD,00EdM000003uWwUUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420N4UAI,,ChannelSalesTeamD,00EdM000003uWwVUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420N5UAI,,MarketingTeamD,00EdM000003uWwWUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420N6UAI,,InstallationRepairServicesD,00EdM000003uWwXUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420N7UAI,,EasternSalesTeamD,00EdM000003uWwYUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420N8UAI,,CustomerSupportInternationalD,00EdM000003uWwZUAU,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420N9UAI,,VPInternationalSalesD,00EdM000003uWwaUAE,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420NAUAY,,SVPHumanResourcesD,00EdM000003uWwbUAE,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM00000420NBUAY,,COOD,00EdM000003uWwcUAE,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000
00GdM000004jxo2UAA,,Chief_Sales_Officer,00EdM000004dE41UAE,Role,,00DdM0000078k5rUAA,False,True,1721631607000,005dM000004WE3FQAW,1721631607000,005dM000004WE3FQAW,1721631607000
00GdM000004jxo3UAA,,Chief_Sales_Officer,00EdM000004dE41UAE,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1721631607000,005dM000004WE3FQAW,1721631607000,005dM000004WE3FQAW,1721631607000
00GdM000004jy2jUAA,,Sales_Strategy_Manager,00EdM000004dC41UAE,Role,,00DdM0000078k5rUAA,False,True,1721631677000,005dM000004WE3FQAW,1721631677000,005dM000004WE3FQAW,1721631677000
00GdM000004jy2kUAA,,Sales_Strategy_Manager,00EdM000004dC41UAE,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1721631677000,005dM000004WE3FQAW,1721631677000,005dM000004WE3FQAW,1721631677000
00GdM000004k0cDUAQ,,Training_Coordinator,00EdM000004dEYfUAM,Role,,00DdM0000078k5rUAA,False,True,1721631703000,005dM000004WE3FQAW,1721631703000,005dM000004WE3FQAW,1721633959000
00GdM000004k0cEUAQ,,Training_Coordinator,00EdM000004dEYfUAM,RoleAndSubordinatesInternal,,00DdM0000078k5rUAA,False,True,1721631703000,005dM000004WE3FQAW,1721631703000,005dM000004WE3FQAW,1721631703000
00GdM000004k5IXUAY,demo group,demo_group,,Regular,,00DdM0000078k5rUAA,False,True,1721632791000,005dM000004WE3FQAW,1721632791000,005dM000004WE3FQAW,1721632791000
